Inst,STABBR,PublicPrivate,md_earn_wne_p10,pct75_earn_wne_p10,pct90_earn_wne_p10
"<a href=""http://www.bluefield.edu"">Bluefield College</a>",VA,20132,42800,61800,87100
"<a href=""http://www.bridgewater.edu"">Bridgewater College</a>",VA,18728,42600,56900,82100
"<a href=""http://www.wm.edu"">College of William and Mary</a>",VA,24377,56400,86700,124900
"<a href=""http://www.cvcc.vccs.edu"">Central Virginia Community College</a>",VA,5116,26300,41300,55000
"<a href=""http://www.cnu.edu"">Christopher Newport University</a>",VA,20676,42400,56300,77100
"<a href=""http://www.bryantstratton.edu"">Bryant & Stratton College-Virginia Beach</a>",VA,14309,22300,34700,46900
"<a href=""http://www.bryantstratton.edu"">Bryant & Stratton College-Richmond</a>",VA,16057,22300,34700,46900
"<a href=""http://www.jchs.edu"">Jefferson College of Health Sciences</a>",VA,22092,52300,71200,93200
"<a href=""http://www.dslcc.edu"">Dabney S Lancaster Community College</a>",VA,4394,27500,39900,56300
"<a href=""http://www.dcc.vccs.edu"">Danville Community College</a>",VA,5980,27700,40800,54600
"<a href=""http://www.centura.edu/VA_Beach/default.aspx"">Centura College-Virginia Beach</a>",VA,27105,24500,37100,51000
"<a href=""http://www.ehc.edu"">Emory & Henry College</a>",VA,17451,39600,53000,72300
"<a href=""http://www.emu.edu"">Eastern Mennonite University</a>",VA,19175,39500,55600,76000
"<a href=""http://www.es.vccs.edu"">Eastern Shore Community College</a>",VA,5550,28000,36200,44200
"<a href=""http://www.ferrum.edu"">Ferrum College</a>",VA,16858,36500,47900,63000
"<a href=""http://www.gmu.edu"">George Mason University</a>",VA,18305,57000,81400,107000
"<a href=""http://www.germanna.edu"">Germanna Community College</a>",VA,6900,32400,48600,74400
"<a href=""http://www.hsc.edu"">Hampden-Sydney College</a>",VA,24876,50200,76100,106000
"<a href=""http://www.hamptonu.edu"">Hampton University</a>",VA,23373,42200,60900,85500
"<a href=""http://www.hollins.edu"">Hollins University</a>",VA,20252,37000,49300,70600
"<a href=""http://www.reynolds.edu"">J Sargeant Reynolds Community College</a>",VA,7307,30800,45600,63300
"<a href=""http://www.jmu.edu/"">James Madison University</a>",VA,17924,53400,76100,102600
"<a href=""http://www.jtcc.edu"">John Tyler Community College</a>",VA,6594,33800,50300,69400
"<a href=""http://www.everest.edu/campus/newport_news"">Everest College-Newport News</a>",VA,18779,23000,32600,44800
"<a href=""http://www.liberty.edu"">Liberty University</a>",VA,23602,36300,54500,77700
"<a href=""http://www.longwood.edu"">Longwood University</a>",VA,18626,40800,51700,71000
"<a href=""http://www.lfcc.edu"">Lord Fairfax Community College</a>",VA,7188,31500,48800,68600
"<a href=""http://www.lynchburg.edu"">Lynchburg College</a>",VA,21706,40900,58600,83100
"<a href=""http://www.mbc.edu"">Mary Baldwin College</a>",VA,18988,36800,50100,69000
"<a href=""http://www.umw.edu"">University of Mary Washington</a>",VA,17896,47400,69700,97700
"<a href=""http://www.marymount.edu"">Marymount University</a>",VA,22456,49600,70500,97700
"<a href=""http://www.mecc.edu"">Mountain Empire Community College</a>",VA,4609,22400,35800,54900
"<a href=""http://www.an.edu"">American National University</a>",VA,19835,22400,31900,42900
"<a href=""http://www.nr.edu"">New River Community College</a>",VA,5787,30000,44300,65000
"<a href=""http://www.nsu.edu"">Norfolk State University</a>",VA,11901,34400,48600,67600
"<a href=""http://www.nvcc.edu"">Northern Virginia Community College</a>",VA,9637,41700,63800,89000
"<a href=""http://www.odu.edu"">Old Dominion University</a>",VA,14174,43300,62300,83800
"<a href=""http://www.patrickhenry.edu"">Patrick Henry Community College</a>",VA,5247,23400,35900,48700
"<a href=""http://www.pdc.edu/"">Paul D Camp Community College</a>",VA,4977,23700,35100,49000
"<a href=""http://www.miller-motte.edu/"">Miller-Motte Technical College-Lynchburg</a>",VA,18389,21000,29300,36500
"<a href=""http://www.pvcc.edu"">Piedmont Virginia Community College</a>",VA,7541,29400,41800,59400
"<a href=""http://www.radford.edu"">Radford University</a>",VA,15651,42100,58600,81500
"<a href=""http://www.rmc.edu"">Randolph-Macon College</a>",VA,24731,45700,61900,84000
"<a href=""http://www.randolphcollege.edu"">Randolph College</a>",VA,22846,38700,53700,71100
"<a href=""http://www.rappahannock.edu/"">Rappahannock Community College</a>",VA,4507,26500,39600,55400
"<a href=""http://www.fortisedu.info/cig-vabeach.php"">Fortis College-Norfolk</a>",VA,41134,25600,39200,54800
"<a href=""http://www.rbc.edu"">Richard Bland College of the College of William and Mary</a>",VA,8701,32100,43000,61600
"<a href=""http://www.richmond.edu"">University of Richmond</a>",VA,24505,60800,90300,131800
"<a href=""http://www.roanoke.edu"">Roanoke College</a>",VA,26451,42500,59300,82500
"<a href=""http://www.su.edu"">Shenandoah University</a>",VA,26509,40600,58400,87300
"<a href=""http://www.svu.edu"">Southern Virginia University</a>",VA,20583,28800,53500,73500
"<a href=""http://www.southside.edu"">Southside Virginia Community College</a>",VA,7585,25300,36200,48600
"<a href=""http://www.sw.edu"">Southwest Virginia Community College</a>",VA,6403,24200,37100,57100
"<a href=""http://springfieldbeautyacademy.org/about-us/"">Springfield Beauty Academy</a>",VA,9491,20000,32700,46200
"<a href=""http://www.strayer.edu/virginia/arlington"">Strayer University-Virginia</a>",VA,29093,51700,78200,106500
"<a href=""http://www.sbc.edu"">Sweet Briar College</a>",VA,24611,38600,52100,70500
"<a href=""http://www.tncc.edu"">Thomas Nelson Community College</a>",VA,7775,28700,44000,65200
"<a href=""http://www.tcc.edu"">Tidewater Community College</a>",VA,6379,29400,45400,63400
"<a href=""http://https://www.uvawise.edu/"">The University of Virginia's College at Wise</a>",VA,8843,36500,50800,72000
"<a href=""http://www.vhcc.edu"">Virginia Highlands Community College</a>",VA,4939,24500,37500,50900
"<a href=""http://www.vic.edu"">Virginia Intermont College</a>",VA,22540,34000,41900,65800
"<a href=""http://WWW.VT.EDU"">Virginia Polytechnic Institute and State University</a>",VA,19993,57900,82800,105600
"<a href=""http://virginiawestern.edu/"">Virginia Western Community College</a>",VA,7173,28900,42700,59900
"<a href=""http://www.vcu.edu/"">Virginia Commonwealth University</a>",VA,18354,41800,61100,86100
"<a href=""http://www.virginia.edu/"">University of Virginia-Main Campus</a>",VA,17149,58600,87900,126500
"<a href=""http://www.vmi.edu"">Virginia Military Institute</a>",VA,17802,56600,77100,97800
"<a href=""http://www.vshd.us"">Virginia School of Hair Design</a>",VA,7649,18500,30200,41400
"<a href=""http://www.vsu.edu"">Virginia State University</a>",VA,13399,34400,49800,68900
"<a href=""http://www.vuu.edu"">Virginia Union University</a>",VA,19573,31600,43500,59000
"<a href=""http://www.vwc.edu"">Virginia Wesleyan College</a>",VA,22241,38100,51200,74700
"<a href=""http://www.wlu.edu/"">Washington and Lee University</a>",VA,23916,77600,108400,164000
"<a href=""http://www.wcc.vccs.edu"">Wytheville Community College</a>",VA,1750,26700,38500,55900
"<a href=""http://www.ais.edu"">The Art Institute of Seattle</a>",WA,28297,34100,50900,72700
"<a href=""http://bellevuecollege.edu/"">Bellevue College</a>",WA,8091,41300,63200,88300
"<a href=""http://www.btc.ctc.edu"">Bellingham Technical College</a>",WA,4491,34600,54600,74000
"<a href=""http://www.bigbend.edu"">Big Bend Community College</a>",WA,6628,32200,48000,65900
"<a href=""http://www.everest.edu/campus/bremerton"">Everest College-Bremerton</a>",WA,21313,29700,40200,50400
"<a href=""http://www.everest.edu/campus/renton"">Everest College-Renton</a>",WA,21984,28600,40200,48600
"<a href=""http://www.cwu.edu"">Central Washington University</a>",WA,14589,44900,61300,83000
"<a href=""http://www.centralia.edu"">Centralia College</a>",WA,5880,27700,43000,60800
"<a href=""http://www.cityu.edu"">City University of Seattle</a>",WA,32119,50400,74200,99500
"<a href=""http://www.clark.edu"">Clark College</a>",WA,6906,32800,50400,73600
"<a href=""http://www.cptc.edu"">Clover Park Technical College</a>",WA,5548,32900,47700,67100
"<a href=""http://www.columbiabasin.edu"">Columbia Basin College</a>",WA,8068,32600,50900,69600
"<a href=""http://www.cornish.edu"">Cornish College of the Arts</a>",WA,33177,29900,43600,62400
"<a href=""http://www.diversinstitute.edu"">Divers Institute of Technology</a>",WA,31936,47100,79600,113100
"<a href=""http://www.ewu.edu"">Eastern Washington University</a>",WA,12983,40500,56100,77100
"<a href=""http://www.edcc.edu"">Edmonds Community College</a>",WA,7033,35500,56400,80300
"<a href=""http://www.everettcc.edu"">Everett Community College</a>",WA,7474,35300,50600,71500
"<a href=""http://www.evergreen.edu"">The Evergreen State College</a>",WA,11903,31800,48000,63700
"<a href=""http://www.pierce.ctc.edu"">Pierce College at Fort Steilacoom</a>",WA,7137,34200,50100,69100
"<a href=""http://www.gonzaga.edu"">Gonzaga University</a>",WA,28155,52800,74400,99900
"<a href=""http://www.ghc.edu"">Grays Harbor College</a>",WA,5855,26100,40600,57900
"<a href=""http://www.greenriver.edu/"">Green River Community College</a>",WA,8079,36600,51700,73700
"<a href=""http://www.heritage.edu"">Heritage University</a>",WA,9734,33000,48300,59200
"<a href=""http://www.highline.edu"">Highline Community College</a>",WA,6911,36100,53500,74500
"<a href=""http://www.Interface.edu"">Interface College-Spokane</a>",WA,9212,27900,41800,53100
"<a href=""http://www.aha.edu"">International Air and Hospitality Academy</a>",WA,15827,26200,38400,51600
"<a href=""http://www.itt-tech.edu"">ITT Technical Institute-Seattle</a>",WA,24358,42500,60300,81000
"<a href=""http://www.itt-tech.edu"">ITT Technical Institute-Spokane Valley</a>",WA,23101,42500,60300,81000
"<a href=""http://www.genejuarezacademy.com"">Gene Juarez Academy of Beauty-Mountlake Terrace</a>",WA,13768,26500,38600,55000
"<a href=""http://www.bates.ctc.edu/"">Bates Technical College</a>",WA,8153,35300,51200,73500
"<a href=""http://www.lwtech.edu"">Lake Washington Institute of Technology</a>",WA,7221,39000,57400,79100
"<a href=""http://lowercolumbia.edu"">Lower Columbia College</a>",WA,6251,29100,47300,71400
"<a href=""http://www.northseattle.edu"">Seattle Community College-North Campus</a>",WA,2864,34500,55500,82100
"<a href=""http://www.northwestu.edu"">Northwest University</a>",WA,20032,40200,60400,78300
"<a href=""http://www.olympic.edu"">Olympic College</a>",WA,6056,30200,49200,69100
"<a href=""http://www.perrytech.edu/"">Perry Technical Institute</a>",WA,15715,53600,77400,98100
"<a href=""http://www.plu.edu"">Pacific Lutheran University</a>",WA,23486,45900,63500,84400
"<a href=""http://www.pencol.edu"">Peninsula College</a>",WA,7037,28100,42600,64200
"<a href=""http://www.pugetsound.edu"">University of Puget Sound</a>",WA,32115,51500,70600,97400
"<a href=""http://www.rtc.edu"">Renton Technical College</a>",WA,7532,35100,51100,66900
"<a href=""http://www.stmartin.edu"">Saint Martin's University</a>",WA,19077,47400,63400,87600
"<a href=""http://southseattle.edu"">Seattle Community College-South Campus</a>",WA,5912,33700,48600,67800
"<a href=""http://www.seattlecentral.edu"">Seattle Central College</a>",WA,5366,30700,45700,64700
"<a href=""http://www.everest.edu/campus/seattle"">Everest College-Seattle</a>",WA,19866,26100,40800,56800
"<a href=""http://www.spu.edu"">Seattle Pacific University</a>",WA,25049,43900,65600,90100
"<a href=""http://www.seattleu.edu"">Seattle University</a>",WA,33557,55200,77400,99800
"<a href=""http://www.shoreline.edu"">Shoreline Community College</a>",WA,8396,40500,61100,81100
"<a href=""http://www.skagit.edu"">Skagit Valley College</a>",WA,8820,31300,45600,67000
"<a href=""http://www.spscc.ctc.edu"">South Puget Sound Community College</a>",WA,7032,31600,47300,67000
"<a href=""http://www.scc.spokane.edu"">Spokane Community College</a>",WA,5401,30600,47300,69100
"<a href=""http://www.spokanefalls.edu"">Spokane Falls Community College</a>",WA,7399,28300,43500,61600
"<a href=""http://www.tacomacc.edu"">Tacoma Community College</a>",WA,5896,34500,51400,72700
"<a href=""http://www.wwcc.edu/"">Walla Walla Community College</a>",WA,6375,31400,49200,66600
"<a href=""http://www.wallawalla.edu"">Walla Walla University</a>",WA,21947,45800,67800,88400
"<a href=""http://wsu.edu/"">Washington State University</a>",WA,16834,46400,67300,93000
"<a href=""http://www.washington.edu"">University of Washington-Seattle Campus</a>",WA,11904,52100,77600,110400
"<a href=""http://www.wvc.edu"">Wenatchee Valley College</a>",WA,6240,31500,48600,68900
"<a href=""http://www.everest.edu/campus/vancouver"">Everest College-Vancouver</a>",WA,21748,24900,36000,47500
"<a href=""http://www.wwu.edu"">Western Washington University</a>",WA,16325,43200,59400,82400
"<a href=""http://www.whatcom.ctc.edu"">Whatcom Community College</a>",WA,6579,31100,47200,65300
"<a href=""http://www.whitman.edu"">Whitman College</a>",WA,34753,43000,63800,94400
"<a href=""http://www.whitworth.edu"">Whitworth University</a>",WA,24412,41200,58900,81600
"<a href=""http://www.yvcc.edu"">Yakima Valley Community College</a>",WA,7154,30700,46600,65300
"<a href=""http://www.ab.edu/"">Alderson Broaddus University</a>",WV,16317,43400,63100,88300
"<a href=""http://www.abc.edu"">Appalachian Bible College</a>",WV,14117,27900,44100,66100
"<a href=""http://www.bluefieldstate.edu"">Bluefield State College</a>",WV,8843,29400,45700,63200
"<a href=""http://www.ucwv.edu"">University of Charleston</a>",WV,19029,42000,57400,71500
"<a href=""http://clarksburgbeautyacademy.com"">Clarksburg Beauty Academy and School of Massage Therapy</a>",WV,8871,15200,27000,40200
"<a href=""http://www.concord.edu"">Concord University</a>",WV,10583,32900,46200,64100
"<a href=""http://www.dewv.edu"">Davis & Elkins College</a>",WV,16575,35900,50900,69700
"<a href=""http://www.fairmontstate.edu/"">Fairmont State University</a>",WV,8971,34200,49600,70100
"<a href=""http://www.glenville.edu"">Glenville State College</a>",WV,15890,31400,46200,66700
"<a href=""http://www.huntingtonjuniorcollege.edu"">Huntington Junior College</a>",WV,7905,17700,27200,38300
"<a href=""http://www.marshall.edu/"">Marshall University</a>",WV,8402,35100,51900,70800
"<a href=""http://www.msc.edu"">Mountain State College</a>",WV,15604,14900,22600,31100
"<a href=""http://www.everest.edu/campus/cross_lanes"">Everest Institute-Cross Lanes</a>",WV,24945,25200,40200,58400
"<a href=""http://www.oicwv.org"">Opportunities Industrialization Center</a>",WV,12514,22000,29000,36200
"<a href=""http://www.ovu.edu"">Ohio Valley University</a>",WV,13285,34000,50700,70400
"<a href=""http://www.wvup.edu"">West Virginia University at Parkersburg</a>",WV,7323,29200,44900,61300
"<a href=""http://www.potomacstatecollege.edu"">Potomac State College of West Virginia University</a>",WV,7006,43900,65700,93600
"<a href=""http://www.salemu.edu"">Salem International University</a>",WV,22443,29700,48200,66600
"<a href=""http://WWW.SHEPHERD.EDU"">Shepherd University</a>",WV,9824,38500,52500,70300
"<a href=""http://www.southernwv.edu"">Southern West Virginia Community and Technical College</a>",WV,3482,25200,41100,63100
"<a href=""http://www.wvstateu.edu"">West Virginia State University</a>",WV,8505,29500,43500,60800
"<a href=""http://www.westliberty.edu/"">West Liberty University</a>",WV,11490,33200,46500,68400
"<a href=""http://www.wvutech.edu"">West Virginia University Institute of Technology</a>",WV,7811,43900,65700,93600
"<a href=""http://www.wvwc.edu"">West Virginia Wesleyan College</a>",WV,18292,43100,56900,84200
"<a href=""http://www.wvbc.edu"">West Virginia Business College-Wheeling</a>",WV,21795,18600,28800,41400
"<a href=""http://www.wvjc.edu"">West Virginia Junior College-Charleston</a>",WV,9718,18600,29600,44600
"<a href=""http://www.wvjc.edu"">West Virginia Junior College-Morgantown</a>",WV,18668,21500,32700,45500
"<a href=""http://www.wvncc.edu/"">West Virginia Northern Community College</a>",WV,3369,23600,38200,55200
"<a href=""http://www.wvu.edu/"">West Virginia University</a>",WV,10449,43900,65700,93600
"<a href=""http://www.wju.edu"">Wheeling Jesuit University</a>",WV,19137,43300,62500,85200
"<a href=""http://www.vicibeautyschool.com"">Advanced Institute of Hair Design-Glendale</a>",WI,11964,22000,35700,46000
"<a href=""http://www.vicibeautyschool.com"">VICI Aveda Institute</a>",WI,12453,22000,35700,46000
"<a href=""http://www.alverno.edu"">Alverno College</a>",WI,15184,37400,55400,75100
"<a href=""http://madisoncollege.edu"">Madison Area Technical College</a>",WI,8664,34600,48000,63800
"<a href=""http://www.beloit.edu"">Beloit College</a>",WI,21979,37900,52400,69500
"<a href=""http://www.blackhawk.edu"">Blackhawk Technical College</a>",WI,9236,31200,45400,65200
